Device,Time,Type,Longitude,Latitude,File,Bearing,Velocity,Distance,Temperature,Voltage
dev867648043573631,2023-09-28 07:50:19+00:00,gps,10.70038671875,59.8685475,_track.qo,243.4943,0.050419338,6.0503206,,4.0976562
dev867648043573631,2023-09-28 07:52:18+00:00,gps,10.70028515625,59.8685225,_track.qo,242.30453,0.050529808,6.013047,,4.0976562
dev867648043573631,2023-09-28 07:54:21+00:00,gps,10.70016796875,59.8685125,_track.qo,262.42902,0.05626341,6.9203997,,3.7324219
dev867648043573631,2023-09-28 07:56:19+00:00,gps,10.70011328125,59.8684975,_track.qo,241.69696,0.030176423,3.560818,,3.7324219
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,_track.qo,,,,,3.7324219
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,_track.qo,,,,,4.4921875
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,_track.qo,,,,,4.4921875
dev867648043573631,2023-09-28 07:46:58+00:00,gps,10.70040234375,59.8690225,axl.qo,,,,,
dev867648043573631,2023-09-28 07:46:58+00:00,gps,10.70040234375,59.8690225,axl.qo,,,,,
dev867648043573631,2023-09-28 07:46:58+00:00,gps,10.70040234375,59.8690225,axl.qo,,,,,
dev867648043573631,2023-09-28 07:46:58+00:00,gps,10.70040234375,59.8690225,axl.qo,,,,,
dev867648043573631,2023-09-28 07:46:58+00:00,gps,10.70040234375,59.8690225,axl.qo,,,,,
dev867648043573631,2023-09-28 07:46:58+00:00,gps,10.70040234375,59.8690225,axl.qo,,,,,
dev867648043573631,2023-09-28 07:46:58+00:00,gps,10.70040234375,59.8690225,axl.qo,,,,,
dev867648043573631,2023-09-28 07:51:56+00:00,gps,10.70037109375,59.8685225,axl.qo,,,,,
dev867648043573631,2023-09-28 07:51:56+00:00,gps,10.70037109375,59.8685225,axl.qo,,,,,
dev867648043573631,2023-09-28 07:52:02+00:00,gps,10.70035546875,59.8685275,axl.qo,,,,,
dev867648043573631,2023-09-28 07:52:07+00:00,gps,10.70035546875,59.8685275,axl.qo,,,,,
dev867648043573631,2023-09-28 07:52:13+00:00,gps,10.70030078125,59.8685225,axl.qo,,,,,
dev867648043573631,2023-09-28 07:52:13+00:00,gps,10.70030078125,59.8685225,axl.qo,,,,,
dev867648043573631,2023-09-28 07:52:18+00:00,gps,10.70028515625,59.8685225,axl.qo,,,,,
dev867648043573631,2023-09-28 07:56:36+00:00,gps,10.70007421875,59.8685125,axl.qo,,,,,
dev867648043573631,2023-09-28 07:56:41+00:00,gps,10.70007421875,59.8685075,axl.qo,,,,,
dev867648043573631,2023-09-28 07:56:41+00:00,gps,10.70007421875,59.8685075,axl.qo,,,,,
dev867648043573631,2023-09-28 07:56:46+00:00,gps,10.70007421875,59.8684925,axl.qo,,,,,
dev867648043573631,2023-09-28 07:56:52+00:00,gps,10.70005078125,59.8684925,axl.qo,,,,,
dev867648043573631,2023-09-28 07:56:57+00:00,gps,10.70005078125,59.8684925,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,axl.qo,,,,,
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,_track.qo,,,,,4.2539062
dev867648043573631,2023-09-28 07:57:03+00:00,gps,10.70004296875,59.8684875,_track.qo,,,,,4.4804688
dev867648043573631,2023-09-28 08:20:40+00:00,gps,10.69886328125,59.8682375,_track.qo,,,,,4.2734375
dev867648043573631,2023-09-28 08:20:45+00:00,gps,10.69887109375,59.8682425,_track.qo,35.96928,0.12227798,0.61138994,,4.2734375
dev867648043573631,2023-09-28 08:22:20+00:00,gps,10.69883203125,59.8682225,_track.qo,226.83739,0.032167528,3.055915,,4.2734375
dev867648043573631,2023-09-28 08:24:23+00:00,gps,10.69876171875,59.8682175,_track.qo,262.668,0.032585375,4.0080013,,4.2734375
